rollno,register_sem,schedule_sem,subno,grade1,date_of_entry1,grade2,date_of_entry2,sub_type
1901CS73,5,5,CS321,,3/25/2021 22:06:02,,3/25/2021 22:06:02,CORE
2001ME15,3,3,HS231,,7/23/2021 21:48:22,,7/23/2021 21:48:22,HSS Elective - I
2001ME15,3,3,MA201,,7/23/2021 21:48:22,,7/23/2021 21:48:22,CORE
2001ME15,3,3,ME207,,7/23/2021 21:48:22,,7/23/2021 21:48:22,CORE
2001ME15,3,3,ME209,,7/23/2021 21:48:22,,7/23/2021 21:48:22,CORE
2001ME15,3,3,ME231,,7/23/2021 21:48:22,,7/23/2021 21:48:22,CORE
2001ME16,3,3,HS231,,7/23/2021 23:42:22,,7/23/2021 23:42:22,HSS Elective - I
2001ME16,3,3,MA201,,7/23/2021 23:42:22,,7/23/2021 23:42:22,CORE
2001ME16,3,3,ME207,,7/23/2021 23:42:22,,7/23/2021 23:42:22,CORE
2001ME16,3,3,ME209,,7/23/2021 23:42:22,,7/23/2021 23:42:22,CORE
2001ME16,3,3,ME231,,7/23/2021 23:42:22,,7/23/2021 23:42:22,CORE
1901CS74,5,5,CS303,,3/23/2021 10:24:51,,3/23/2021 10:24:51,CORE
1901CS74,5,5,CS321,,3/23/2021 10:24:51,,3/23/2021 10:24:51,CORE
1801CS62,7,7,CS555,,7/23/2021 10:17:29,,7/23/2021 10:17:29,Department Elective - III
1901CS74,5,5,CS322,,3/23/2021 10:24:51,,3/23/2021 10:24:51,CORE
1801ME45,7,7,ME503,,7/24/2021 16:46:12,,7/24/2021 16:46:12,Department Elective - I
2001ME19,3,3,HS231,,7/23/2021 17:27:10,,7/23/2021 17:27:10,HSS Elective - I
2001ME19,3,3,MA201,,7/23/2021 17:27:10,,7/23/2021 17:27:10,CORE
2001ME19,3,3,ME207,,7/23/2021 17:27:10,,7/23/2021 17:27:10,CORE
2001ME19,3,3,ME209,,7/23/2021 17:27:10,,7/23/2021 17:27:10,CORE
2001ME19,3,3,ME231,,7/23/2021 17:27:10,,7/23/2021 17:27:10,CORE
2001ME21,3,3,HS201,,7/23/2021 23:19:38,,7/23/2021 23:19:38,HSS Elective - I
2001ME21,3,3,MA201,,7/23/2021 23:19:38,,7/23/2021 23:19:38,CORE
2001ME21,3,3,ME207,,7/23/2021 23:19:38,,7/23/2021 23:19:38,CORE
2001ME21,3,3,ME209,,7/23/2021 23:19:38,,7/23/2021 23:19:38,CORE
2001ME21,3,3,ME231,,7/23/2021 23:19:38,,7/23/2021 23:19:38,CORE
2001ME23,3,3,HS201,,7/23/2021 17:39:40,,7/23/2021 17:39:40,HSS Elective - I
2001ME23,3,3,MA201,,7/23/2021 17:39:40,,7/23/2021 17:39:40,CORE
2001ME23,3,3,ME207,,7/23/2021 17:39:40,,7/23/2021 17:39:40,CORE
2001ME23,3,3,ME209,,7/23/2021 17:39:40,,7/23/2021 17:39:40,CORE
2001ME23,3,3,ME231,,7/23/2021 17:39:40,,7/23/2021 17:39:40,CORE
2001ME25,3,3,HS201,,7/23/2021 18:41:04,,7/23/2021 18:41:04,HSS Elective - I
2001ME25,3,3,MA201,,7/23/2021 18:41:04,,7/23/2021 18:41:04,CORE
2001ME25,3,3,ME207,,7/23/2021 18:41:04,,7/23/2021 18:41:04,CORE
2001ME25,3,3,ME209,,7/23/2021 18:41:04,,7/23/2021 18:41:04,CORE
2001ME25,3,3,ME231,,7/23/2021 18:41:04,,7/23/2021 18:41:04,CORE
2001ME26,3,3,HS201,,7/23/2021 22:41:11,,7/23/2021 22:41:11,HSS Elective - I
2001ME26,3,3,MA201,,7/23/2021 22:41:11,,7/23/2021 22:41:11,CORE
2001ME26,3,3,ME207,,7/23/2021 22:41:11,,7/23/2021 22:41:11,CORE
2001ME26,3,3,ME209,,7/23/2021 22:41:11,,7/23/2021 22:41:11,CORE
2001ME26,3,3,ME231,,7/23/2021 22:41:11,,7/23/2021 22:41:11,CORE
1901CS76,5,5,CS354,,3/25/2021 09:31:16,,3/25/2021 09:31:16,CORE
1901CS76,5,5,CS355,,3/25/2021 09:31:16,,3/25/2021 09:31:16,CORE
1801ME47,7,7,PH401,,7/23/2021 13:37:56,,7/23/2021 13:37:56,Open Elective - III
1901CS77,5,5,CS303,,3/25/2021 12:07:05,,3/25/2021 12:07:05,CORE
1801CE05,7,7,CE543,,7/24/2021 10:08:24,,7/24/2021 10:08:24,Department Elective - II
2001ME29,3,3,HS201,,7/24/2021 09:58:33,,7/24/2021 09:58:33,HSS Elective - I
2001ME29,3,3,MA201,,7/24/2021 09:58:33,,7/24/2021 09:58:33,CORE
2001ME29,3,3,ME207,,7/24/2021 09:58:33,,7/24/2021 09:58:33,CORE
2001ME29,3,3,ME209,,7/24/2021 09:58:33,,7/24/2021 09:58:33,CORE
2001ME29,3,3,ME231,,7/24/2021 09:58:33,,7/24/2021 09:58:33,CORE
1901CS77,5,5,CS354,,3/25/2021 12:07:05,,3/25/2021 12:07:05,CORE
1901CS77,5,5,CS355,,3/25/2021 12:07:05,,3/25/2021 12:07:05,CORE
1801CS63,7,7,CS555,,7/23/2021 10:16:56,,7/23/2021 10:16:56,Department Elective - III
1901CS77,5,5,PH301,,3/25/2021 12:07:05,,3/25/2021 12:07:05,Open Elective
1801ME48,7,7,ME512,,7/23/2021 12:35:42,,7/23/2021 12:35:42,Department Elective - II
2001ME31,3,3,HS201,,7/24/2021 07:58:26,,7/24/2021 07:58:26,HSS Elective - I
2001ME31,3,3,MA201,,7/24/2021 07:58:26,,7/24/2021 07:58:26,CORE
2001ME31,3,3,ME207,,7/24/2021 07:58:26,,7/24/2021 07:58:26,CORE
2001ME31,3,3,ME209,,7/24/2021 07:58:26,,7/24/2021 07:58:26,CORE
2001ME31,3,3,ME231,,7/24/2021 07:58:26,,7/24/2021 07:58:26,CORE
2001ME32,3,3,HS201,,7/24/2021 01:00:42,,7/24/2021 01:00:42,HSS Elective - I
2001ME32,3,3,MA201,,7/24/2021 01:00:42,,7/24/2021 01:00:42,CORE
2001ME32,3,3,ME207,,7/24/2021 01:00:42,,7/24/2021 01:00:42,CORE
2001ME32,3,3,ME209,,7/24/2021 01:00:42,,7/24/2021 01:00:42,CORE
2001ME32,3,3,ME231,,7/24/2021 01:00:42,,7/24/2021 01:00:42,CORE
2001ME33,3,3,HS231,,7/24/2021 10:36:08,,7/24/2021 10:36:08,HSS Elective - I
2001ME33,3,3,MA201,,7/24/2021 10:36:08,,7/24/2021 10:36:08,CORE
2001ME33,3,3,ME207,,7/24/2021 10:36:08,,7/24/2021 10:36:08,CORE
2001ME33,3,3,ME209,,7/24/2021 10:36:08,,7/24/2021 10:36:08,CORE
2001ME33,3,3,ME231,,7/24/2021 10:36:08,,7/24/2021 10:36:08,CORE
2001ME35,3,3,HS201,,7/23/2021 18:04:28,,7/23/2021 18:04:28,HSS Elective - I
2001ME35,3,3,MA201,,7/23/2021 18:04:28,,7/23/2021 18:04:28,CORE
2001ME35,3,3,ME207,,7/23/2021 18:04:28,,7/23/2021 18:04:28,CORE
2001ME35,3,3,ME209,,7/23/2021 18:04:28,,7/23/2021 18:04:28,CORE
2001ME35,3,3,ME231,,7/23/2021 18:04:28,,7/23/2021 18:04:28,CORE
2001ME36,3,3,HS201,,7/23/2021 17:10:19,,7/23/2021 17:10:19,HSS Elective - I
2001ME36,3,3,MA201,,7/23/2021 17:10:19,,7/23/2021 17:10:19,CORE
2001ME36,3,3,ME207,,7/23/2021 17:10:19,,7/23/2021 17:10:19,CORE
2001ME36,3,3,ME209,,7/23/2021 17:10:19,,7/23/2021 17:10:19,CORE
2001ME36,3,3,ME231,,7/23/2021 17:10:19,,7/23/2021 17:10:19,CORE
2001ME38,3,3,HS201,,7/23/2021 17:58:08,,7/23/2021 17:58:08,HSS Elective - I
2001ME38,3,3,MA201,,7/23/2021 17:58:08,,7/23/2021 17:58:08,CORE
2001ME38,3,3,ME207,,7/23/2021 17:58:08,,7/23/2021 17:58:08,CORE
2001ME38,3,3,ME209,,7/23/2021 17:58:08,,7/23/2021 17:58:08,CORE
2001ME38,3,3,ME231,,7/23/2021 17:58:08,,7/23/2021 17:58:08,CORE
2001ME39,3,3,HS231,,7/23/2021 17:35:23,,7/23/2021 17:35:23,HSS Elective - I
2001ME39,3,3,MA201,,7/23/2021 17:35:23,,7/23/2021 17:35:23,CORE
2001ME39,3,3,ME207,,7/23/2021 17:35:23,,7/23/2021 17:35:23,CORE
2001ME39,3,3,ME209,,7/23/2021 17:35:23,,7/23/2021 17:35:23,CORE
2001ME39,3,3,ME231,,7/23/2021 17:35:23,,7/23/2021 17:35:23,CORE
2001ME40,3,3,HS201,,7/23/2021 17:25:49,,7/23/2021 17:25:49,HSS Elective - I
2001ME40,3,3,MA201,,7/23/2021 17:25:49,,7/23/2021 17:25:49,CORE
2001ME40,3,3,ME207,,7/23/2021 17:25:49,,7/23/2021 17:25:49,CORE
2001ME40,3,3,ME209,,7/23/2021 17:25:49,,7/23/2021 17:25:49,CORE
2001ME40,3,3,ME231,,7/23/2021 17:25:49,,7/23/2021 17:25:49,CORE
1901EE02,5,5,EE331,,3/25/2021 19:14:54,,3/25/2021 19:14:54,CORE
1801ME50,7,7,ME504,,7/23/2021 10:36:20,,7/23/2021 10:36:20,Department Elective - I
1901EE02,5,5,EE350,,3/25/2021 19:14:54,,3/25/2021 19:14:54,CORE
1801ME50,7,7,ME512,,7/23/2021 10:36:20,,7/23/2021 10:36:20,Department Elective - II
1901EE02,5,5,EE370,,3/25/2021 19:14:54,,3/25/2021 19:14:54,CORE
2001ME42,3,3,HS201,,7/23/2021 17:51:57,,7/23/2021 17:51:57,HSS Elective - I
2001ME42,3,3,MA201,,7/23/2021 17:51:57,,7/23/2021 17:51:57,CORE
2001ME42,3,3,ME207,,7/23/2021 17:51:57,,7/23/2021 17:51:57,CORE
2001ME42,3,3,ME209,,7/23/2021 17:51:57,,7/23/2021 17:51:57,CORE
2001ME42,3,3,ME231,,7/23/2021 17:51:57,,7/23/2021 17:51:57,CORE
2001ME43,3,3,HS231,,7/23/2021 21:19:32,,7/23/2021 21:19:32,HSS Elective - I
2001ME43,3,3,MA201,,7/23/2021 21:19:32,,7/23/2021 21:19:32,CORE
2001ME43,3,3,ME207,,7/23/2021 21:19:32,,7/23/2021 21:19:32,CORE
2001ME43,3,3,ME209,,7/23/2021 21:19:32,,7/23/2021 21:19:32,CORE
2001ME43,3,3,ME231,,7/23/2021 21:19:32,,7/23/2021 21:19:32,CORE
1901EE03,5,5,EE331,,3/22/2021 11:33:52,,3/22/2021 11:33:52,CORE
1901EE03,5,5,EE350,,3/22/2021 11:33:52,,3/22/2021 11:33:52,CORE
1801CS64,7,7,CS577,,7/23/2021 01:14:27,,7/23/2021 01:14:27,Department Elective - IV
1901EE03,5,5,EE370,,3/22/2021 11:33:52,,3/22/2021 11:33:52,CORE
1801ME52,7,7,ME512,,7/23/2021 13:36:55,,7/23/2021 13:36:55,Department Elective - I
2001ME47,3,3,HS201,,7/23/2021 17:27:07,,7/23/2021 17:27:07,HSS Elective - I
2001ME47,3,3,MA201,,7/23/2021 17:27:07,,7/23/2021 17:27:07,CORE
2001ME47,3,3,ME207,,7/23/2021 17:27:07,,7/23/2021 17:27:07,CORE
2001ME47,3,3,ME209,,7/23/2021 17:27:07,,7/23/2021 17:27:07,CORE
2001ME47,3,3,ME231,,7/23/2021 17:27:07,,7/23/2021 17:27:07,CORE
2001ME48,3,3,HS231,,7/23/2021 19:15:29,,7/23/2021 19:15:29,HSS Elective - I
2001ME48,3,3,MA201,,7/23/2021 19:15:29,,7/23/2021 19:15:29,CORE
2001ME48,3,3,ME207,,7/23/2021 19:15:29,,7/23/2021 19:15:29,CORE
2001ME48,3,3,ME209,,7/23/2021 19:15:29,,7/23/2021 19:15:29,CORE
2001ME48,3,3,ME231,,7/23/2021 19:15:29,,7/23/2021 19:15:29,CORE
2001ME50,3,3,HS201,,7/23/2021 17:32:29,,7/23/2021 17:32:29,HSS Elective - I
2001ME50,3,3,MA201,,7/23/2021 17:32:29,,7/23/2021 17:32:29,CORE
2001ME50,3,3,ME207,,7/23/2021 17:32:29,,7/23/2021 17:32:29,CORE
2001ME50,3,3,ME209,,7/23/2021 17:32:29,,7/23/2021 17:32:29,CORE
2001ME50,3,3,ME231,,7/23/2021 17:32:29,,7/23/2021 17:32:29,CORE
1901EE04,5,5,EE372,,3/24/2021 08:16:30,,3/24/2021 08:16:30,CORE
1901EE04,5,5,EE381,,3/24/2021 08:16:30,,3/24/2021 08:16:30,CORE
1801CS65,7,7,CS555,,7/23/2021 01:06:11,,7/23/2021 01:06:11,Department Elective - III
1901EE05,5,5,CS384,,3/22/2021 11:36:22,,3/22/2021 11:36:22,Open Elective
1801ME53,7,7,ME504,,7/23/2021 12:11:33,,7/23/2021 12:11:33,Department Elective - II
2001ME53,3,3,HS201,,7/24/2021 14:16:23,,7/24/2021 14:16:23,HSS Elective - I
2001ME53,3,3,MA201,,7/24/2021 14:16:23,,7/24/2021 14:16:23,CORE
2001ME53,3,3,ME207,,7/24/2021 14:16:23,,7/24/2021 14:16:23,CORE
2001ME53,3,3,ME209,,7/24/2021 14:16:23,,7/24/2021 14:16:23,CORE
2001ME53,3,3,ME231,,7/24/2021 14:16:23,,7/24/2021 14:16:23,CORE
2001ME54,3,3,HS201,,7/24/2021 15:34:30,,7/24/2021 15:34:30,HSS Elective - I
2001ME54,3,3,MA201,,7/24/2021 15:34:30,,7/24/2021 15:34:30,CORE
2001ME54,3,3,ME207,,7/24/2021 15:34:30,,7/24/2021 15:34:30,CORE
2001ME54,3,3,ME209,,7/24/2021 15:34:30,,7/24/2021 15:34:30,CORE
2001ME54,3,3,ME231,,7/24/2021 15:34:30,,7/24/2021 15:34:30,CORE
2001ME55,3,3,HS201,,7/23/2021 17:32:40,,7/23/2021 17:32:40,HSS Elective - I
2001ME55,3,3,MA201,,7/23/2021 17:32:40,,7/23/2021 17:32:40,CORE
2001ME55,3,3,ME207,,7/23/2021 17:32:40,,7/23/2021 17:32:40,CORE
2001ME55,3,3,ME209,,7/23/2021 17:32:40,,7/23/2021 17:32:40,CORE
2001ME55,3,3,ME231,,7/23/2021 17:32:40,,7/23/2021 17:32:40,CORE
2001ME56,3,3,HS201,,7/23/2021 17:30:42,,7/23/2021 17:30:42,HSS Elective - I
2001ME56,3,3,MA201,,7/23/2021 17:30:42,,7/23/2021 17:30:42,CORE
2001ME56,3,3,ME207,,7/23/2021 17:30:42,,7/23/2021 17:30:42,CORE
2001ME56,3,3,ME209,,7/23/2021 17:30:42,,7/23/2021 17:30:42,CORE
2001ME56,3,3,ME231,,7/23/2021 17:30:42,,7/23/2021 17:30:42,CORE
2001ME57,3,3,HS231,,7/23/2021 23:47:01,,7/23/2021 23:47:01,HSS Elective - I
2001ME57,3,3,MA201,,7/23/2021 23:47:01,,7/23/2021 23:47:01,CORE
2001ME57,3,3,ME207,,7/23/2021 23:47:01,,7/23/2021 23:47:01,CORE
2001ME57,3,3,ME209,,7/23/2021 23:47:01,,7/23/2021 23:47:01,CORE
2001ME57,3,3,ME231,,7/23/2021 23:47:01,,7/23/2021 23:47:01,CORE
2001ME58,3,3,HS231,,7/23/2021 20:59:56,,7/23/2021 20:59:56,HSS Elective - I
2001ME58,3,3,MA201,,7/23/2021 20:59:56,,7/23/2021 20:59:56,CORE
2001ME58,3,3,ME207,,7/23/2021 20:59:56,,7/23/2021 20:59:56,CORE
2001ME58,3,3,ME209,,7/23/2021 20:59:56,,7/23/2021 20:59:56,CORE
2001ME58,3,3,ME231,,7/23/2021 20:59:56,,7/23/2021 20:59:56,CORE
2001ME59,3,3,HS231,,7/23/2021 18:10:16,,7/23/2021 18:10:16,HSS Elective - I
2001ME59,3,3,MA201,,7/23/2021 18:10:16,,7/23/2021 18:10:16,CORE
2001ME59,3,3,ME207,,7/23/2021 18:10:16,,7/23/2021 18:10:16,CORE
2001ME59,3,3,ME209,,7/23/2021 18:10:16,,7/23/2021 18:10:16,CORE
2001ME59,3,3,ME231,,7/23/2021 18:10:16,,7/23/2021 18:10:16,CORE
2001ME62,3,3,HS231,,7/23/2021 23:47:24,,7/23/2021 23:47:24,HSS Elective - I
2001ME62,3,3,MA201,,7/23/2021 23:47:24,,7/23/2021 23:47:24,CORE
2001ME62,3,3,ME207,,7/23/2021 23:47:24,,7/23/2021 23:47:24,CORE
2001ME62,3,3,ME209,,7/23/2021 23:47:24,,7/23/2021 23:47:24,CORE
2001ME62,3,3,ME231,,7/23/2021 23:47:24,,7/23/2021 23:47:24,CORE
2001ME63,3,3,HS201,,7/23/2021 17:19:28,,7/23/2021 17:19:28,HSS Elective - I
2001ME63,3,3,MA201,,7/23/2021 17:19:28,,7/23/2021 17:19:28,CORE
2001ME63,3,3,ME207,,7/23/2021 17:19:28,,7/23/2021 17:19:28,CORE
2001ME63,3,3,ME209,,7/23/2021 17:19:28,,7/23/2021 17:19:28,CORE
2001ME63,3,3,ME231,,7/23/2021 17:19:28,,7/23/2021 17:19:28,CORE
2001ME64,3,3,HS231,,7/24/2021 11:53:43,,7/24/2021 11:53:43,HSS Elective - I
2001ME64,3,3,MA201,,7/24/2021 11:53:43,,7/24/2021 11:53:43,CORE
2001ME64,3,3,ME207,,7/24/2021 11:53:43,,7/24/2021 11:53:43,CORE
2001ME64,3,3,ME209,,7/24/2021 11:53:43,,7/24/2021 11:53:43,CORE
2001ME64,3,3,ME231,,7/24/2021 11:53:43,,7/24/2021 11:53:43,CORE
2001ME66,3,3,HS231,,7/23/2021 23:43:19,,7/23/2021 23:43:19,HSS Elective - I
2001ME66,3,3,MA201,,7/23/2021 23:43:19,,7/23/2021 23:43:19,CORE
2001ME66,3,3,ME207,,7/23/2021 23:43:19,,7/23/2021 23:43:19,CORE
2001ME66,3,3,ME209,,7/23/2021 23:43:19,,7/23/2021 23:43:19,CORE
2001ME66,3,3,ME231,,7/23/2021 23:43:19,,7/23/2021 23:43:19,CORE
2001ME67,3,3,HS231,,7/23/2021 21:55:06,,7/23/2021 21:55:06,HSS Elective - I
2001ME67,3,3,MA201,,7/23/2021 21:55:06,,7/23/2021 21:55:06,CORE
2001ME67,3,3,ME207,,7/23/2021 21:55:06,,7/23/2021 21:55:06,CORE
2001ME67,3,3,ME209,,7/23/2021 21:55:06,,7/23/2021 21:55:06,CORE
2001ME67,3,3,ME231,,7/23/2021 21:55:06,,7/23/2021 21:55:06,CORE
2001ME69,3,3,HS201,,7/23/2021 18:25:57,,7/23/2021 18:25:57,HSS Elective - I
2001ME69,3,3,MA201,,7/23/2021 18:25:57,,7/23/2021 18:25:57,CORE
2001ME69,3,3,ME207,,7/23/2021 18:25:57,,7/23/2021 18:25:57,CORE
2001ME69,3,3,ME209,,7/23/2021 18:25:57,,7/23/2021 18:25:57,CORE
2001ME69,3,3,ME231,,7/23/2021 18:25:57,,7/23/2021 18:25:57,CORE
1901EE09,5,5,EE381,,3/22/2021 12:42:48,,3/22/2021 12:42:48,CORE
1901EE10,5,5,EE330,,3/24/2021 00:58:44,,3/24/2021 00:58:44,CORE
1801ME56,7,7,PH401,,7/24/2021 13:02:34,,7/24/2021 13:02:34,Open Elective - III
1901EE10,5,5,EE331,,3/24/2021 00:58:44,,3/24/2021 00:58:44,CORE
1801CE06,7,7,CE495,,7/24/2021 12:40:47,,7/24/2021 12:40:47,CORE
1901EE10,5,5,EE350,,3/24/2021 00:58:44,,3/24/2021 00:58:44,CORE
1801ME57,7,7,ME431,,7/23/2021 11:45:33,,7/23/2021 11:45:33,CORE
1901EE10,5,5,EE370,,3/24/2021 00:58:44,,3/24/2021 00:58:44,CORE
2012PH06,3,3,PH527,,3/25/2021 08:32:48,,3/25/2021 08:32:48,CORE
1901EE10,5,5,EE372,,3/24/2021 00:58:44,,3/24/2021 00:58:44,CORE
2001ME75,3,3,HS201,,7/23/2021 18:02:59,,7/23/2021 18:02:59,HSS Elective - I
2001ME75,3,3,MA201,,7/23/2021 18:02:59,,7/23/2021 18:02:59,CORE
2001ME75,3,3,ME207,,7/23/2021 18:02:59,,7/23/2021 18:02:59,CORE
2001ME75,3,3,ME209,,7/23/2021 18:02:59,,7/23/2021 18:02:59,CORE
2001ME75,3,3,ME231,,7/23/2021 18:02:59,,7/23/2021 18:02:59,CORE
1901EE11,5,5,EE330,,3/25/2021 23:40:32,,3/25/2021 23:40:32,CORE
1801ME57,7,7,ME533,,7/23/2021 11:45:33,,7/23/2021 11:45:33,Department Elective - II
1901EE11,5,5,EE331,,3/25/2021 23:40:32,,3/25/2021 23:40:32,CORE
1801ME57,7,7,ME537,,7/23/2021 11:45:33,,7/23/2021 11:45:33,Department Elective - I
1901EE11,5,5,EE350,,3/25/2021 23:40:32,,3/25/2021 23:40:32,CORE
2012PH05,3,3,PH525,,3/24/2021 21:41:01,,3/24/2021 21:41:01,CORE
1901EE11,5,5,EE370,,3/25/2021 23:40:32,,3/25/2021 23:40:32,CORE
1801ME57,7,7,PH401,,7/23/2021 11:45:33,,7/23/2021 11:45:33,Open Elective - III
1901EE11,5,5,EE372,,3/25/2021 23:40:32,,3/25/2021 23:40:32,CORE
2012PH04,3,3,PH591,,3/24/2021 22:55:50,,3/24/2021 22:55:50,CORE
1901EE11,5,5,EE381,,3/25/2021 23:40:32,,3/25/2021 23:40:32,CORE
1801ME58,7,7,ME431,,7/23/2021 10:58:24,,7/23/2021 10:58:24,CORE
1901EE12,5,5,CS384,,3/24/2021 15:16:54,,3/24/2021 15:16:54,Open Elective
1801CE06,7,7,CE543,,7/24/2021 12:40:47,,7/24/2021 12:40:47,Department Elective - II
1901EE12,5,5,EE330,,3/24/2021 15:16:54,,3/24/2021 15:16:54,CORE
1801ME58,7,7,ME495,,7/23/2021 10:58:24,,7/23/2021 10:58:24,CORE
1901EE12,5,5,EE331,,3/24/2021 15:16:54,,3/24/2021 15:16:54,CORE
2012PH02,3,3,PH601,,3/22/2021 20:57:20,,3/22/2021 20:57:20,Elective - I
1901EE12,5,5,EE350,,3/24/2021 15:16:54,,3/24/2021 15:16:54,CORE
1801ME58,7,7,ME503,,7/23/2021 10:58:24,,7/23/2021 10:58:24,Department Elective - I
2001ME80,3,3,HS231,,7/24/2021 08:52:51,,7/24/2021 08:52:51,HSS Elective - I
2001ME80,3,3,MA201,,7/24/2021 08:52:51,,7/24/2021 08:52:51,CORE
2001ME80,3,3,ME207,,7/24/2021 08:52:51,,7/24/2021 08:52:51,CORE
2001ME80,3,3,ME209,,7/24/2021 08:52:51,,7/24/2021 08:52:51,CORE
2001ME80,3,3,ME231,,7/24/2021 08:52:51,,7/24/2021 08:52:51,CORE
2001ME81,3,3,HS201,,7/24/2021 14:38:35,,7/24/2021 14:38:35,HSS Elective - I
2001ME81,3,3,MA201,,7/24/2021 14:38:35,,7/24/2021 14:38:35,CORE
2001ME81,3,3,ME207,,7/24/2021 14:38:35,,7/24/2021 14:38:35,CORE
2001ME81,3,3,ME209,,7/24/2021 14:38:35,,7/24/2021 14:38:35,CORE
2001ME81,3,3,ME231,,7/24/2021 14:38:35,,7/24/2021 14:38:35,CORE
1901EE14,5,5,EE350,,3/23/2021 20:46:44,,3/23/2021 20:46:44,CORE
1801ME59,7,7,HS451,,7/26/2021 10:40:28,,7/26/2021 10:40:28,Open Elective - III
1901EE14,5,5,EE370,,3/23/2021 20:46:44,,3/23/2021 20:46:44,CORE
2012PH01,3,3,PH527,,3/25/2021 02:32:38,,3/25/2021 02:32:38,CORE
1901EE14,5,5,EE372,,3/23/2021 20:46:44,,3/23/2021 20:46:44,CORE
2001ME83,3,3,HS231,,7/23/2021 18:46:35,,7/23/2021 18:46:35,HSS Elective - I
2001ME83,3,3,MA201,,7/23/2021 18:46:35,,7/23/2021 18:46:35,CORE
2001ME83,3,3,ME207,,7/23/2021 18:46:35,,7/23/2021 18:46:35,CORE
2001ME83,3,3,ME209,,7/23/2021 18:46:35,,7/23/2021 18:46:35,CORE
2001ME83,3,3,ME231,,7/23/2021 18:46:35,,7/23/2021 18:46:35,CORE
1901EE15,5,5,CS384,,3/25/2021 23:44:32,,3/25/2021 23:44:32,Open Elective
2012MA24,3,3,MA529,,3/22/2021 10:22:49,,3/22/2021 10:22:49,Elective - II
1901EE15,5,5,EE330,,3/25/2021 23:44:32,,3/25/2021 23:44:32,CORE
1801ME59,7,7,ME504,,7/26/2021 10:40:28,,7/26/2021 10:40:28,Department Elective - I
1901EE15,5,5,EE331,,3/25/2021 23:44:32,,3/25/2021 23:44:32,CORE
2012MA23,3,3,MA533,,3/22/2021 15:32:08,,3/22/2021 15:32:08,Elective - II
1901EE15,5,5,EE350,,3/25/2021 23:44:32,,3/25/2021 23:44:32,CORE
1801ME59,7,7,ME512,,7/26/2021 10:40:28,,7/26/2021 10:40:28,Department Elective - II
1901EE15,5,5,EE370,,3/25/2021 23:44:32,,3/25/2021 23:44:32,CORE
2012MA23,3,3,MA521,,3/22/2021 15:32:08,,3/22/2021 15:32:08,CORE
2001MM04,3,3,HS201,,7/23/2021 17:08:48,,7/23/2021 17:08:48,HSS Elective - I
2001MM04,3,3,MA201,,7/23/2021 17:08:48,,7/23/2021 17:08:48,CORE
2001MM04,3,3,MM201,,7/23/2021 17:08:48,,7/23/2021 17:08:48,CORE
2001MM04,3,3,MM203,,7/23/2021 17:08:48,,7/23/2021 17:08:48,CORE
2001MM04,3,3,MM205,,7/23/2021 17:08:48,,7/23/2021 17:08:48,CORE
1901EE16,5,5,CS384,,3/22/2021 10:40:38,,3/22/2021 10:40:38,Open Elective
1901EE16,5,5,EE330,,3/22/2021 10:40:38,,3/22/2021 10:40:38,CORE
2012MA22,3,3,MA525,,3/23/2021 21:53:26,,3/23/2021 21:53:26,CORE
1901EE16,5,5,EE331,,3/22/2021 10:40:38,,3/22/2021 10:40:38,CORE
1801ME60,7,7,ME503,,7/23/2021 11:13:30,,7/23/2021 11:13:30,Department Elective - I
1901EE16,5,5,EE350,,3/22/2021 10:40:38,,3/22/2021 10:40:38,CORE
2012MA21,3,3,MA525,,3/23/2021 17:44:41,,3/23/2021 17:44:41,CORE
1901EE16,5,5,EE370,,3/22/2021 10:40:38,,3/22/2021 10:40:38,CORE
1801ME60,7,7,ME512,,7/23/2021 11:13:30,,7/23/2021 11:13:30,Department Elective - II
1901EE16,5,5,EE372,,3/22/2021 10:40:38,,3/22/2021 10:40:38,CORE
2001MM13,3,3,HS201,,7/23/2021 17:22:19,,7/23/2021 17:22:19,HSS Elective - I
2001MM13,3,3,MA201,,7/23/2021 17:22:19,,7/23/2021 17:22:19,CORE
2001MM13,3,3,MM201,,7/23/2021 17:22:19,,7/23/2021 17:22:19,CORE
2001MM13,3,3,MM203,,7/23/2021 17:22:19,,7/23/2021 17:22:19,CORE
2001MM13,3,3,MM205,,7/23/2021 17:22:19,,7/23/2021 17:22:19,CORE
1901EE17,5,5,EE330,,3/22/2021 12:30:08,,3/22/2021 12:30:08,CORE
1801ME61,7,7,ME431,,7/23/2021 01:59:35,,7/23/2021 01:59:35,CORE
1901EE17,5,5,EE331,,3/22/2021 12:30:08,,3/22/2021 12:30:08,CORE
2012MA20,3,3,MA523,,3/24/2021 18:48:23,,3/24/2021 18:48:23,CORE
1901EE17,5,5,EE350,,3/22/2021 12:30:08,,3/22/2021 12:30:08,CORE
1801ME61,7,7,ME495,,7/23/2021 01:59:35,,7/23/2021 01:59:35,CORE
1901EE17,5,5,EE370,,3/22/2021 12:30:08,,3/22/2021 12:30:08,CORE
1801CE06,7,7,CE571,,7/24/2021 12:40:47,,7/24/2021 12:40:47,Department Elective - III
1901EE17,5,5,EE372,,3/22/2021 12:30:08,,3/22/2021 12:30:08,CORE
1801ME61,7,7,ME503,,7/23/2021 01:59:35,,7/23/2021 01:59:35,Department Elective - I
